grid,drv_pts_to_date,drv_roll_pts_5,drv_roll_pos_5,drv_roll_dnf_5,con_pts_to_date,con_roll_pts_5,round_norm,win,season
17,0.0,0.0,15.0,0.3333333333333333,1.0,0.2,0.8,0,2020
16,0.0,0.0,13.333333333333334,0.3333333333333333,2.0,0.0,0.8,0,2020
19,1.0,0.3333333333333333,11.333333333333334,0.3333333333333333,13.0,1.4,0.8,0,2020
14,1.0,0.3333333333333333,13.0,0.3333333333333333,1.0,0.2,0.8,0,2020
13,0.0,0.0,0.0,0.0,42.0,6.8,0.8,0,2020
4,52.0,13.0,6.75,0.25,78.0,12.6,1.0,1,2020
2,88.0,22.0,1.75,0.0,146.0,16.8,1.0,0,2020
1,58.0,14.5,4.25,0.0,165.0,17.0,1.0,0,2020
8,33.0,8.25,8.75,0.25,43.0,4.8,1.0,0,2020
9,26.0,6.5,7.5,0.25,103.0,15.2,1.0,0,2020
6,20.0,5.0,9.5,0.25,42.0,5.2,1.0,0,2020
3,0.0,0.0,20.0,1.0,50.0,5.6,1.0,0,2020
14,12.0,3.0,11.5,0.25,32.0,4.8,1.0,0,2020
10,36.0,9.0,6.5,0.0,51.0,3.0,1.0,0,2020
16,1.0,0.25,13.0,0.5,13.0,1.2,1.0,0,2020
7,12.0,3.0,12.25,0.25,14.0,1.4,1.0,0,2020
11,10.0,2.5,11.5,0.25,55.0,7.2,1.0,0,2020
12,15.0,3.75,9.0,0.0,53.0,2.8,1.0,0,2020
5,20.0,5.0,9.75,0.25,36.0,5.6,1.0,0,2020
20,0.0,0.0,14.25,0.25,2.0,0.0,1.0,0,2020
13,0.0,0.0,15.25,0.25,1.0,0.2,1.0,0,2020
19,2.0,0.5,13.5,0.0,2.0,0.0,1.0,0,2020
15,0.0,0.0,15.25,0.25,0.0,0.0,1.0,0,2020
18,0.0,0.0,15.5,0.0,0.0,0.0,1.0,0,2020
17,1.0,0.25,14.5,0.5,1.0,0.2,1.0,0,2020
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,2021
1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2021
3,0.0,0.0,0.0,0.0,25.0,25.0,0.2,0,2021
7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2021
0,0.0,0.0,0.0,0.0,18.0,18.0,0.2,0,2021
4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2021
6,0.0,0.0,0.0,0.0,12.0,12.0,0.2,0,2021
8,0.0,0.0,0.0,0.0,8.0,8.0,0.2,0,2021
13,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2021
10,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2021
14,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2021
12,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2021
16,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2021
15,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2021
20,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0,2021
18,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2021
5,0.0,0.0,0.0,0.0,2.0,2.0,0.2,0,2021
17,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2021
9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2021
19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2021
3,18.0,18.0,2.0,0.0,28.0,14.0,0.4,1,2021
1,25.0,25.0,1.0,0.0,41.0,20.5,0.4,0,2021
7,12.0,12.0,4.0,0.0,18.0,9.0,0.4,0,2021
4,8.0,8.0,6.0,0.0,12.0,6.0,0.4,0,2021
11,4.0,4.0,8.0,0.0,24.0,8.0,0.4,0,2021
6,6.0,6.0,7.0,0.0,33.0,11.0,0.4,0,2021
5,0.0,0.0,17.0,1.0,2.0,1.0,0.4,0,2021
10,1.0,1.0,10.0,0.0,1.0,0.5,0.4,0,2021
9,0.0,0.0,13.0,0.0,0.0,0.0,0.4,0,2021
15,0.0,0.0,19.0,1.0,2.0,0.6666666666666666,0.4,0,2021
2,10.0,10.0,5.0,0.0,53.0,17.666666666666668,0.4,0,2021
20,2.0,2.0,9.0,0.0,8.0,2.6666666666666665,0.4,0,2021
16,0.0,0.0,11.0,0.0,0.0,0.0,0.4,0,2021
17,0.0,0.0,12.0,0.0,0.0,0.0,0.4,0,2021
0,0.0,0.0,15.0,0.0,5.0,1.6666666666666667,0.4,0,2021
18,0.0,0.0,16.0,0.0,0.0,0.0,0.4,0,2021
19,0.0,0.0,20.0,1.0,0.0,0.0,0.4,0,2021
8,16.0,16.0,3.0,0.0,60.0,20.0,0.4,0,2021
12,0.0,0.0,14.0,0.0,0.0,0.0,0.4,0,2021
14,0.0,0.0,18.0,1.0,0.0,0.0,0.4,0,2021
2,44.0,22.0,1.5,0.0,60.0,15.0,0.6,1,2021
3,43.0,21.5,1.5,0.0,53.0,13.25,0.6,0,2021
1,16.0,8.0,10.5,0.5,85.0,17.0,0.6,0,2021
4,10.0,5.0,8.0,0.0,71.0,14.2,0.6,0,2021
7,27.0,13.5,3.5,0.0,41.0,10.25,0.6,0,2021
8,20.0,10.0,5.0,0.0,34.0,8.5,0.6,0,2021
6,2.0,1.0,11.0,0.0,3.0,0.75,0.6,0,2021
13,1.0,0.5,14.5,0.5,9.0,1.8,0.6,0,2021
16,14.0,7.0,6.5,0.0,51.0,10.2,0.6,0,2021
9,6.0,3.0,12.0,0.5,8.0,2.0,0.6,0,2021
5,14.0,7.0,6.5,0.0,42.0,8.4,0.6,0,2021
12,0.0,0.0,13.0,0.0,0.0,0.0,0.6,0,2021
10,0.0,0.0,15.0,0.5,5.0,1.25,0.6,0,2021
17,5.0,2.5,9.0,0.0,5.0,1.0,0.6,0,2021
14,2.0,1.0,10.5,0.0,9.0,1.8,0.6,0,2021
11,0.0,0.0,16.5,0.5,0.0,0.0,0.6,0,2021
19,0.0,0.0,16.0,0.0,0.0,0.0,0.6,0,2021
18,0.0,0.0,19.0,1.0,0.0,0.0,0.6,0,2021
20,0.0,0.0,18.5,0.5,0.0,0.0,0.6,0,2021
15,0.0,0.0,12.0,0.0,0.0,0.0,0.6,0,2021
1,69.0,23.0,1.3333333333333333,0.0,101.0,15.2,0.8,1,2021
2,61.0,20.333333333333332,1.6666666666666667,0.0,83.0,13.0,0.8,0,2021
3,32.0,10.666666666666666,8.0,0.3333333333333333,126.0,17.0,0.8,0,2021
4,28.0,9.333333333333334,5.333333333333333,0.0,42.0,6.8,0.8,0,2021
8,22.0,7.333333333333333,6.666666666666667,0.0,102.0,14.8,0.8,0,2021
7,16.0,5.333333333333333,7.333333333333333,0.0,53.0,8.2,0.8,0,2021
6,14.0,4.666666666666667,8.0,0.0,54.0,8.4,0.8,0,2021
9,37.0,12.333333333333334,4.0,0.0,61.0,8.6,0.8,0,2021
5,8.0,2.6666666666666665,9.666666666666666,0.0,13.0,2.6,0.8,0,2021
12,7.0,2.3333333333333335,11.333333333333334,0.3333333333333333,9.0,1.4,0.8,0,2021
11,5.0,1.6666666666666667,10.666666666666666,0.0,5.0,0.8,0.8,0,2021
17,0.0,0.0,14.666666666666666,0.3333333333333333,0.0,0.0,0.8,0,2021
13,0.0,0.0,14.333333333333334,0.3333333333333333,5.0,0.8,0.8,0,2021
15,0.0,0.0,16.333333333333332,0.3333333333333333,0.0,0.0,0.8,0,2021
14,0.0,0.0,12.666666666666666,0.0,0.0,0.0,0.8,0,2021
19,0.0,0.0,18.666666666666668,0.6666666666666666,0.0,0.0,0.8,0,2021
10,5.0,1.6666666666666667,12.333333333333334,0.3333333333333333,15.0,3.0,0.8,0,2021
18,0.0,0.0,16.333333333333332,0.0,0.0,0.0,0.8,0,2021
20,0.0,0.0,18.666666666666668,0.3333333333333333,0.0,0.0,0.8,0,2021
16,2.0,0.6666666666666666,12.0,0.0,10.0,1.6,0.8,0,2021
2,80.0,20.0,1.75,0.0,112.0,11.8,1.0,1,2021
4,20.0,5.0,7.75,0.0,60.0,7.2,1.0,0,2021
5,41.0,10.25,5.0,0.0,65.0,6.4,1.0,0,2021
9,32.0,8.0,6.25,0.0,137.0,16.8,1.0,0,2021
8,0.0,0.0,14.0,0.25,5.0,0.0,1.0,0,2021
6,8.0,2.0,11.0,0.25,10.0,0.4,1.0,0,2021
7,94.0,23.5,1.25,0.0,141.0,16.2,1.0,0,2021
13,5.0,1.25,10.75,0.0,15.0,2.0,1.0,0,2021
11,10.0,2.5,9.5,0.0,15.0,2.6,1.0,0,2021
10,0.0,0.0,13.25,0.0,0.0,0.0,1.0,0,2021
14,0.0,0.0,14.0,0.25,1.0,0.2,1.0,0,2021
12,24.0,6.0,7.0,0.0,80.0,7.8,1.0,0,2021
17,5.0,1.25,13.5,0.25,17.0,2.8,1.0,0,2021
15,0.0,0.0,15.75,0.25,0.0,0.0,1.0,0,2021
18,0.0,0.0,18.0,0.5,0.0,0.0,1.0,0,2021
16,2.0,0.5,14.0,0.25,18.0,2.0,1.0,0,2021
19,0.0,0.0,18.75,0.25,0.0,0.0,1.0,0,2021
20,0.0,0.0,16.75,0.0,0.0,0.0,1.0,0,2021
3,47.0,11.75,6.75,0.25,148.0,17.6,1.0,0,2021
1,40.0,10.0,5.0,0.0,78.0,8.8,1.0,0,2021
1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,2022
3,0.0,0.0,0.0,0.0,26.0,26.0,0.2,0,2022
5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2022
9,0.0,0.0,0.0,0.0,15.0,15.0,0.2,0,2022
7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2022
6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2022
11,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2022
16,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2022
8,0.0,0.0,0.0,0.0,6.0,6.0,0.2,0,2022
15,0.0,0.0,0.0,0.0,8.0,8.0,0.2,0,2022
12,0.0,0.0,0.0,0.0,10.0,10.0,0.2,0,2022
19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2022
14,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2022
18,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2022
13,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2022
20,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2022
17,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2022
4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2022
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2022
10,0.0,0.0,0.0,0.0,4.0,4.0,0.2,0,2022
4,0.0,0.0,19.0,1.0,0.0,0.0,0.4,1,2022
2,26.0,26.0,1.0,0.0,44.0,22.0,0.4,0,2022
3,18.0,18.0,2.0,0.0,63.0,21.0,0.4,0,2022
1,0.0,0.0,18.0,1.0,25.0,8.333333333333334,0.4,0,2022
6,12.0,12.0,4.0,0.0,27.0,13.5,0.4,0,2022
5,6.0,6.0,7.0,0.0,8.0,4.0,0.4,0,2022
11,0.0,0.0,15.0,0.0,0.0,0.0,0.4,0,2022
9,0.0,0.0,20.0,1.0,4.0,2.0,0.4,0,2022
10,10.0,10.0,5.0,0.0,10.0,5.0,0.4,0,2022
15,15.0,15.0,3.0,0.0,37.0,12.333333333333334,0.4,0,2022
12,1.0,1.0,10.0,0.0,9.0,4.5,0.4,0,2022
17,0.0,0.0,17.0,0.0,0.0,0.0,0.4,0,2022
13,0.0,0.0,12.0,0.0,0.0,0.0,0.4,0,2022
16,0.0,0.0,13.0,0.0,0.0,0.0,0.4,0,2022
8,8.0,8.0,6.0,0.0,9.0,3.0,0.4,0,2022
7,2.0,2.0,9.0,0.0,16.0,5.333333333333333,0.4,0,2022
14,0.0,0.0,14.0,0.0,6.0,2.0,0.4,0,2022
18,0.0,0.0,16.0,0.0,0.0,0.0,0.4,0,2022
19,4.0,4.0,8.0,0.0,8.0,2.6666666666666665,0.4,0,2022
0,0.0,0.0,11.0,0.0,12.0,4.0,0.4,0,2022
1,45.0,22.5,1.5,0.0,78.0,19.5,0.6,1,2022
3,12.0,6.0,11.0,0.5,37.0,9.25,0.6,0,2022
6,22.0,11.0,4.5,0.0,38.0,9.5,0.6,0,2022
5,16.0,8.0,6.5,0.0,53.0,10.6,0.6,0,2022
4,6.0,3.0,11.0,0.0,6.0,1.5,0.6,0,2022
7,0.0,0.0,15.5,0.5,16.0,3.2,0.6,0,2022
8,14.0,7.0,6.5,0.0,16.0,4.0,0.6,0,2022
12,8.0,4.0,10.5,0.5,9.0,2.25,0.6,0,2022
11,4.0,2.0,14.0,0.5,8.0,2.0,0.6,0,2022
20,0.0,0.0,13.5,0.5,0.0,0.0,0.6,0,2022
14,1.0,0.5,10.5,0.0,13.0,2.6,0.6,0,2022
19,0.0,0.0,12.5,0.0,0.0,0.0,0.6,0,2022
15,0.0,0.0,15.5,0.5,12.0,3.0,0.6,0,2022
16,12.0,6.0,7.0,0.0,12.0,2.4,0.6,0,2022
13,4.0,2.0,13.5,0.5,10.0,2.0,0.6,0,2022
18,0.0,0.0,17.0,0.5,1.0,0.2,0.6,0,2022
10,2.0,1.0,12.5,0.5,22.0,4.4,0.6,0,2022
2,25.0,12.5,10.0,0.5,55.0,11.0,0.6,0,2022
17,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,2022
9,33.0,16.5,2.5,0.0,104.0,20.8,0.6,0,2022
1,25.0,8.333333333333334,12.666666666666666,0.6666666666666666,55.0,11.0,0.8,1,2022
3,30.0,10.0,8.0,0.3333333333333333,81.0,16.2,0.8,0,2022
5,16.0,5.333333333333333,9.0,0.0,24.0,4.8,0.8,0,2022
11,37.0,12.333333333333334,4.0,0.0,65.0,10.0,0.8,0,2022
7,12.0,4.0,9.666666666666666,0.3333333333333333,13.0,1.0,0.8,0,2022
2,71.0,23.666666666666668,1.3333333333333333,0.0,104.0,15.6,0.8,0,2022
12,4.0,1.3333333333333333,14.0,0.3333333333333333,10.0,1.2,0.8,0,2022
13,0.0,0.0,19.0,1.0,0.0,0.0,0.8,0,2022
8,12.0,4.0,9.333333333333334,0.0,12.0,0.4,0.8,0,2022
15,0.0,0.0,12.333333333333334,0.0,4.0,0.8,0.8,0,2022
18,1.0,0.3333333333333333,12.333333333333334,0.3333333333333333,1.0,0.2,0.8,0,2022
17,6.0,2.0,12.333333333333334,0.3333333333333333,16.0,2.4,0.8,0,2022
14,28.0,9.333333333333334,5.666666666666667,0.0,77.0,10.0,0.8,0,2022
16,20.0,6.666666666666667,6.666666666666667,0.0,22.0,3.2,0.8,0,2022
0,1.0,0.3333333333333333,10.666666666666666,0.0,23.0,2.8,0.8,0,2022
19,0.0,0.0,16.666666666666668,0.3333333333333333,1.0,0.2,0.8,0,2022
10,0.0,0.0,14.666666666666666,0.3333333333333333,14.0,0.8,0.8,0,2022
6,8.0,2.6666666666666665,12.333333333333334,0.3333333333333333,39.0,7.8,0.8,0,2022
9,2.0,0.6666666666666666,14.0,0.3333333333333333,22.0,2.8,0.8,0,2022
4,33.0,11.0,8.333333333333334,0.3333333333333333,112.0,13.6,0.8,0,2022
3,51.0,12.75,9.75,0.5,99.0,14.8,1.0,1,2022
1,79.0,19.75,2.5,0.0,112.0,9.8,1.0,0,2022
2,33.0,8.25,11.25,0.5,130.0,10.4,1.0,0,2022
4,48.0,12.0,6.5,0.25,125.0,17.6,1.0,0,2022
12,49.0,12.25,4.0,0.0,77.0,8.0,1.0,0,2022
6,28.0,7.0,7.5,0.0,87.0,9.8,1.0,0,2022
5,22.0,5.5,8.5,0.25,23.0,2.8,1.0,0,2022
20,20.0,5.0,8.5,0.0,22.0,1.2,1.0,0,2022
18,1.0,0.25,12.0,0.25,1.0,0.2,1.0,0,2022
0,1.0,0.25,11.75,0.0,5.0,1.0,1.0,0,2022
11,2.0,0.5,15.25,0.5,26.0,2.0,1.0,0,2022
9,10.0,2.5,12.25,0.25,16.0,1.6,1.0,0,2022
14,8.0,2.0,13.75,0.25,39.0,6.6,1.0,0,2022
19,0.0,0.0,16.5,0.25,3.0,0.6,1.0,0,2022
15,0.0,0.0,15.25,0.25,14.0,0.4,1.0,0,2022
16,14.0,3.5,9.25,0.0,14.0,0.4,1.0,0,2022
0,4.0,2.0,13.5,0.5,6.0,1.2,1.0,0,2022
7,6.0,1.5,12.25,0.25,16.0,1.6,1.0,0,2022
8,31.0,7.75,7.5,0.0,39.0,6.6,1.0,0,2022
17,1.0,0.25,11.75,0.0,29.0,4.0,1.0,0,2022
1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,2023
2,0.0,0.0,0.0,0.0,25.0,25.0,0.2,0,2023
5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2023
4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2023
7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2023
8,0.0,0.0,0.0,0.0,15.0,15.0,0.2,0,2023
6,0.0,0.0,0.0,0.0,10.0,10.0,0.2,0,2023
12,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2023
20,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2023
15,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2023
14,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2023
16,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0,2023
17,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2023
19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2023
10,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2023
13,0.0,0.0,0.0,0.0,4.0,4.0,0.2,0,2023
11,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2023
9,0.0,0.0,0.0,0.0,2.0,2.0,0.2,0,2023
3,0.0,0.0,0.0,0.0,12.0,12.0,0.2,0,2023
18,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,2023
1,18.0,18.0,2.0,0.0,43.0,21.5,0.4,1,2023
15,25.0,25.0,1.0,0.0,68.0,22.666666666666668,0.4,0,2023
2,15.0,15.0,3.0,0.0,23.0,11.5,0.4,0,2023
3,6.0,6.0,7.0,0.0,16.0,8.0,0.4,0,2023
7,10.0,10.0,5.0,0.0,28.0,9.333333333333334,0.4,0,2023
4,12.0,12.0,4.0,0.0,12.0,6.0,0.4,0,2023
12,0.0,0.0,19.0,1.0,20.0,6.666666666666667,0.4,0,2023
6,0.0,0.0,18.0,1.0,2.0,1.0,0.4,0,2023
9,2.0,2.0,9.0,0.0,6.0,2.0,0.4,0,2023
13,0.0,0.0,13.0,0.0,0.0,0.0,0.4,0,2023
16,0.0,0.0,11.0,0.0,0.0,0.0,0.4,0,2023
10,0.0,0.0,15.0,0.0,1.0,0.3333333333333333,0.4,0,2023
11,0.0,0.0,16.0,0.0,4.0,2.0,0.4,0,2023
18,0.0,0.0,14.0,0.0,0.0,0.0,0.4,0,2023
8,0.0,0.0,20.0,1.0,0.0,0.0,0.4,0,2023
20,0.0,0.0,12.0,0.0,1.0,0.5,0.4,0,2023
19,0.0,0.0,17.0,0.0,0.0,0.0,0.4,0,2023
14,4.0,4.0,8.0,0.0,4.0,1.3333333333333333,0.4,0,2023
17,1.0,1.0,10.0,0.0,1.0,0.3333333333333333,0.4,0,2023
5,8.0,8.0,6.0,0.0,38.0,12.666666666666666,0.4,0,2023
1,44.0,22.0,1.5,0.0,87.0,21.75,0.6,1,2023
3,20.0,10.0,5.0,0.0,38.0,9.5,0.6,0,2023
4,30.0,15.0,3.0,0.0,38.0,9.5,0.6,0,2023
6,8.0,4.0,13.0,0.5,53.0,10.6,0.6,0,2023
20,43.0,21.5,1.5,0.0,112.0,22.4,0.6,0,2023
13,0.0,0.0,17.0,0.0,0.0,0.0,0.6,0,2023
10,0.0,0.0,13.5,0.0,1.0,0.25,0.6,0,2023
16,0.0,0.0,17.5,0.5,8.0,1.6,0.6,0,2023
17,0.0,0.0,14.5,0.0,4.0,1.0,0.6,0,2023
12,0.0,0.0,11.0,0.0,0.0,0.0,0.6,0,2023
19,4.0,2.0,13.0,0.0,6.0,1.2,0.6,0,2023
5,20.0,10.0,5.0,0.0,26.0,6.5,0.6,0,2023
9,4.0,2.0,9.0,0.0,8.0,2.0,0.6,0,2023
11,4.0,2.0,13.0,0.5,8.0,1.6,0.6,0,2023
15,0.0,0.0,14.0,0.0,1.0,0.2,0.6,0,2023
